2.96
0.45	0
3.32	0.2
15.6	0.4
45.9	0.6
94.5	0.8
140	1
170	1.2
187	1.4
190	1.6
186	1.8
183	1.9
179	1.987
173	2.1
168	2.2
160	2.3
158	2.4
154	2.5
150	2.6
143	2.6
137	3
133	3.2
130	3.4
128	3.6
127	3.8
125	3.9
125	4
124.8	4.1
124.3	4.2
123.98	4.3
123.7	4.4
123.5	4.5
123.3	4.6
123.25	4.7
123.33	4.8
123.5	4.9
123.9	5
129	5.57
136.3	6
146.8	6.6
162	7.165
190	8
233	9
281	9.7
339	10.5
410	11.2
