-18.0000000	0.0000000
0.4760742	0.0000210
0.9521484	0.0000965
7.4282227	0.0013927
7.9042969	0.0051630
8.3803711	0.0182738
8.8564453	0.0316136
9.3325195	0.0450405
9.8085937	0.0584348
10.2846680	0.0718508
10.7607422	0.0852559
11.2368164	0.0987592
11.7128906	0.1121752
12.1889648	0.1256566
12.6650391	0.1390509
13.1411133	0.1525105
13.6171875	0.1659592
14.0932617	0.1794516
14.5693359	0.1928676
15.0454102	0.2063272
15.5214844	0.2197106
15.9975586	0.2332029
16.4736328	0.2466843
16.9497070	0.2600350
17.4257812	0.2734946
17.9018555	0.2869215
18.3779297	0.3004575
18.8540039	0.3137209
19.3300781	0.3272568
19.8061523	0.3405748
20.2822266	0.3539145
20.7583008	0.3673305
21.2343750	0.3806921
21.7104492	0.3939664
22.1865234	0.4073498
22.6625977	0.4207331
23.1386719	0.4340511
23.6147461	0.4472927
24.0908203	0.4606215
24.5668945	0.4738523
25.0429687	0.4871157
25.5190430	0.5003574
25.9951172	0.5134900
26.4711914	0.5267862
26.9472656	0.5399951
27.4233398	0.5531605
27.8994141	0.5664239
28.3754883	0.5796111
28.8515625	0.5926784
29.3276367	0.6058219
29.8037109	0.6189546
30.2797852	0.6320872
30.7558594	0.6451109
31.2319336	0.6581564
31.7080078	0.6710819
32.1840820	0.6842473
32.6601562	0.6972165
33.1362305	0.7101747
33.6123047	0.7232420
34.0883789	0.7362003
34.5644531	0.7490823
35.0405273	0.7620514
35.5166016	0.7750206
35.9926758	0.7878154
36.4687500	0.8007301
36.9448242	0.8134921
37.4208984	0.8262760
37.8969727	0.8391144
38.3730469	0.8518002
38.8491211	0.8645623
39.3251953	0.8772917
39.8012695	0.8901628
40.2773437	0.9028268
40.7534180	0.9155888
41.2294922	0.9283291
41.7055664	0.9409495
42.1816406	0.9534718
42.6577148	0.9660486
43.1337891	0.9785818
43.6098633	0.9912785
44.0859375	1.0039207
44.5620117	1.0163994
45.0380859	1.0289653
45.5141602	1.0413351
45.9902344	1.0539228
46.4663086	1.0663252
46.9423828	1.0786949
47.4184570	1.0910646
47.8945312	1.1034125
48.3706055	1.1157387
48.8466797	1.1281847
6.0000000	0.0094204
0.0000000	0.0005695
0.0000000	0.0003289
0.0000000	0.0001755
0.0000000	0.0001202
0.0000000	0.0000649
0.0000000	0.0000750
0.0000000	0.0000633
0.0000000	0.0000407
0.0000000	0.0000399
0.0000000	0.0000064
0.0000000	0.0000383
0.0000000	0.0000266
0.0000000	0.0000367
0.0000000	-0.0000077
0.0000000	0.0000024
0.0000000	0.0000016
0.0000000	-0.0000428
0.0000000	-0.0000327
